;account_id;district_id;frequency;account_date;# transactions;# credit in cash transactions;# credit card withdrawal transactions;# collection from another bank withdrawal transactions;# remittance to another bank withdrawal transactions;# withdrawal in cash transactions;# type = withdrawal transactions;# type = withdrawal in cash transactions;# type = credit transactions;avg transaction amount;avg balance
1088;2476;32;monthly issuance;1993-12-12;157.0;1.0;;36.0;31.0;57.0;88.0;;69.0;1911.06;18140.67
1089;347;65;monthly issuance;1993-12-13;88.0;21.0;;;;50.0;40.0;10.0;38.0;10834.72;42084.31
1090;1877;76;monthly issuance;1993-12-13;223.0;1.0;;36.0;63.0;90.0;153.0;;70.0;1980.91;32175.51
1091;3196;1;monthly issuance;1993-12-13;171.0;1.0;;36.0;32.0;69.0;101.0;;70.0;2076.99;31682.17
1092;2928;55;monthly issuance;1993-12-14;157.0;1.0;;36.0;31.0;57.0;88.0;;69.0;2391.6;22332.25
1093;1225;4;monthly issuance;1993-12-14;177.0;39.0;;;;102.0;102.0;;75.0;8120.44;51941.54
1094;3825;7;monthly issuance;1993-12-14;84.0;17.0;;;;33.0;33.0;;51.0;3668.5;26127.04
1095;180;55;weekly issuance;1993-12-14;195.0;8.0;;36.0;;115.0;87.0;28.0;80.0;9780.53;41222.86
1096;2813;24;monthly issuance;1993-12-15;294.0;39.0;;;124.0;95.0;219.0;;75.0;3773.5;26416.89
1097;1605;72;monthly issuance;1993-12-16;259.0;66.0;9.0;;33.0;114.0;145.0;11.0;103.0;13545.57;69230.93
1098;1792;7;monthly issuance;1993-12-16;188.0;1.0;;36.0;32.0;86.0;118.0;;70.0;2307.68;22003.49
1099;1604;54;monthly issuance;1993-12-16;205.0;38.0;;;31.0;100.0;131.0;;74.0;6679.21;37289.14
1100;883;1;monthly issuance;1993-12-17;255.0;41.0;;;94.0;84.0;178.0;;77.0;5024.18;33979.97
1101;441;27;weekly issuance;1993-12-17;259.0;4.0;7.0;36.0;63.0;113.0;176.0;7.0;76.0;13443.21;63656.74
1102;3429;73;monthly issuance;1993-12-17;230.0;1.0;;36.0;62.0;98.0;160.0;;70.0;1963.54;31524.76
1103;4514;69;monthly issuance;1993-12-18;197.0;1.0;;36.0;;124.0;110.0;14.0;73.0;19271.54;68149.84
1104;1088;32;monthly issuance;1993-12-19;175.0;1.0;;36.0;31.0;75.0;106.0;;69.0;2169.6;22880.92
1105;3094;56;monthly issuance;1993-12-20;285.0;38.0;;;126.0;85.0;211.0;;74.0;4065.01;44833.13
1106;1768;15;monthly issuance;1993-12-20;172.0;41.0;;;;95.0;95.0;;77.0;5108.53;37733.3
1107;2768;73;monthly issuance;1993-12-20;191.0;16.0;;36.0;31.0;72.0;103.0;;88.0;1725.76;27653.0
1108;2257;57;monthly issuance;1993-12-21;169.0;1.0;;36.0;32.0;68.0;100.0;;69.0;1346.53;17175.61
1109;1882;1;monthly issuance;1993-12-21;245.0;46.0;;;93.0;70.0;163.0;;82.0;1947.58;18544.49
1110;719;30;monthly issuance;1993-12-21;206.0;20.0;;36.0;31.0;83.0;114.0;;92.0;1340.66;24218.7
1111;5092;74;monthly issuance;1993-12-21;237.0;17.0;;36.0;;148.0;148.0;;89.0;1295.47;23495.47
1112;3292;1;monthly issuance;1993-12-21;163.0;1.0;;36.0;31.0;63.0;94.0;;69.0;2068.46;20497.15
1113;3604;75;monthly issuance;1993-12-22;183.0;1.0;;36.0;32.0;81.0;113.0;;70.0;2660.02;26622.07
1114;2733;76;monthly issuance;1993-12-22;197.0;1.0;;36.0;63.0;65.0;128.0;;69.0;1152.03;23996.56
1115;3669;76;monthly issuance;1993-12-22;259.0;47.0;;;96.0;80.0;176.0;;83.0;2561.94;22025.09
1116;1940;52;monthly issuance;1993-12-22;156.0;1.0;;36.0;32.0;55.0;87.0;;69.0;2077.71;16378.42
1117;3056;55;monthly issuance;1993-12-22;182.0;1.0;;36.0;63.0;50.0;113.0;;69.0;1634.74;18134.76
1118;1419;33;monthly issuance;1993-12-22;181.0;1.0;;36.0;31.0;80.0;111.0;;70.0;2286.37;22540.52
1119;2971;76;weekly issuance;1993-12-23;111.0;20.0;;;;55.0;50.0;5.0;56.0;6920.79;37090.6
1120;1959;62;monthly issuance;1993-12-24;218.0;1.0;;36.0;64.0;84.0;148.0;;70.0;2224.12;19510.26
1121;3164;33;monthly issuance;1993-12-24;212.0;1.0;;36.0;63.0;80.0;143.0;;69.0;2035.84;17882.19
1122;3197;1;monthly issuance;1993-12-25;155.0;1.0;;36.0;32.0;54.0;86.0;;69.0;1306.51;19548.84
1123;2770;42;monthly issuance;1993-12-25;269.0;19.0;;36.0;96.0;82.0;178.0;;91.0;1291.59;26332.34
1124;7944;59;monthly issuance;1993-12-27;201.0;39.0;;;;90.0;90.0;;111.0;7795.63;51106.7
1125;1080;55;monthly issuance;1993-12-27;204.0;38.0;;;32.0;98.0;130.0;;74.0;9067.88;47589.4
1126;6148;74;monthly issuance;1993-12-27;54.0;12.0;;;5.0;27.0;32.0;;22.0;8295.16;40204.46
1127;2010;1;monthly issuance;1993-12-27;169.0;1.0;;36.0;31.0;69.0;100.0;;69.0;2399.01;21292.95
1128;3135;72;monthly issuance;1993-12-27;190.0;38.0;;;32.0;84.0;116.0;;74.0;8157.08;43936.91
1129;1098;47;monthly issuance;1993-12-28;206.0;1.0;;36.0;64.0;72.0;136.0;;70.0;1995.95;21870.66
1130;100;41;monthly issuance;1993-12-28;237.0;51.0;;;64.0;86.0;150.0;;87.0;4107.32;36460.52
1131;2913;8;monthly issuance;1993-12-28;199.0;1.0;;36.0;62.0;68.0;130.0;;69.0;1562.42;15435.0
1132;1153;35;monthly issuance;1993-12-29;233.0;40.0;;;62.0;95.0;157.0;;76.0;3968.93;23771.67
1133;1635;19;monthly issuance;1993-12-29;207.0;38.0;;;31.0;102.0;133.0;;74.0;6606.0;35175.75
1134;2842;14;monthly issuance;1993-12-29;233.0;1.0;;36.0;94.0;70.0;164.0;;69.0;952.79;18497.59
1135;3759;1;monthly issuance;1993-12-29;180.0;1.0;;36.0;31.0;79.0;110.0;;70.0;1912.36;18665.27
1136;3594;29;monthly issuance;1993-12-30;224.0;55.0;;;33.0;100.0;130.0;3.0;91.0;13269.05;51679.4
1137;2778;38;monthly issuance;1993-12-30;218.0;38.0;;;64.0;80.0;144.0;;74.0;4663.42;27218.37
1138;2161;15;weekly issuance;1993-12-30;197.0;35.0;;;56.0;70.0;111.0;15.0;71.0;5612.88;31615.52
1139;2789;14;monthly issuance;1994-01-01;263.0;40.0;;;96.0;91.0;187.0;;76.0;3702.76;42166.99
1140;1552;18;monthly issuance;1994-01-02;198.0;37.0;;;31.0;94.0;125.0;;73.0;9452.58;55286.79
1141;628;72;monthly issuance;1994-01-03;191.0;53.0;;;32.0;70.0;102.0;;89.0;2089.76;30379.96
1142;1458;29;monthly issuance;1994-01-03;210.0;38.0;;;31.0;105.0;136.0;;74.0;6117.95;35520.35
1143;2673;34;monthly issuance;1994-01-04;241.0;39.0;;;64.0;102.0;166.0;;75.0;4024.95;38255.99
1144;1788;1;monthly issuance;1994-01-04;170.0;55.0;;;;79.0;79.0;;91.0;2247.9;23209.41
1145;1193;29;monthly issuance;1994-01-05;193.0;40.0;;;32.0;85.0;117.0;;76.0;5883.55;31806.29
1146;969;19;monthly issuance;1994-01-08;206.0;93.0;;;;77.0;77.0;;129.0;2775.08;38311.46
1147;1512;1;monthly issuance;1994-01-08;193.0;42.0;;;31.0;85.0;116.0;;77.0;5608.78;31918.36
1148;3997;62;monthly issuance;1994-01-13;172.0;39.0;;;;98.0;98.0;;74.0;3583.18;29599.63
1149;2179;1;weekly issuance;1994-01-14;177.0;33.0;;;60.0;60.0;114.0;6.0;57.0;8138.19;52196.4
1150;1164;35;monthly issuance;1994-01-14;223.0;88.0;;;;99.0;99.0;;124.0;2657.7;34493.31
1151;4774;66;monthly issuance;1994-01-14;103.0;21.0;;;;65.0;65.0;;38.0;8579.53;27778.75
1152;4413;74;weekly issuance;1994-01-15;71.0;1.0;;12.0;7.0;39.0;41.0;5.0;25.0;11891.5;37596.93
1153;1824;52;monthly issuance;1994-01-17;227.0;36.0;;;61.0;95.0;156.0;;71.0;7845.23;44582.27
1154;1231;7;monthly issuance;1994-01-18;193.0;37.0;;;30.0;91.0;121.0;;72.0;6695.43;38349.54
1155;2664;58;monthly issuance;1994-01-20;230.0;38.0;;;62.0;95.0;157.0;;73.0;4909.21;40621.42
1156;1627;1;monthly issuance;1994-01-20;164.0;40.0;;;;89.0;89.0;;75.0;3412.89;29716.87
1157;9104;10;monthly issuance;1994-01-21;42.0;12.0;;;;17.0;16.0;1.0;25.0;11368.77;60743.96
1158;2326;70;monthly issuance;1994-01-24;192.0;46.0;;;32.0;79.0;104.0;7.0;81.0;8053.84;42994.17
1159;4356;47;monthly issuance;1994-01-26;169.0;39.0;;;;95.0;95.0;;74.0;3077.23;19765.36
1160;3667;55;monthly issuance;1994-01-26;195.0;53.0;;;31.0;76.0;107.0;;88.0;2265.64;22264.89
1161;742;77;monthly issuance;1994-01-28;167.0;1.0;;35.0;30.0;70.0;100.0;;67.0;1706.67;20484.39
1162;2538;42;monthly issuance;1994-01-30;175.0;1.0;;35.0;30.0;77.0;107.0;;68.0;2497.07;26354.56
1163;127;29;monthly issuance;1994-02-02;162.0;1.0;;35.0;31.0;60.0;91.0;;71.0;1405.93;15854.34
1164;726;76;monthly issuance;1994-02-03;181.0;48.0;;;31.0;67.0;98.0;;83.0;2454.36;24343.89
1165;4907;42;monthly issuance;1994-02-06;177.0;27.0;;;55.0;72.0;127.0;;50.0;4382.09;31814.27
1166;2628;64;issuance after transaction;1994-02-06;230.0;63.0;;;;132.0;103.0;29.0;98.0;14211.41;52075.84
1167;3898;70;monthly issuance;1994-02-07;184.0;1.0;;34.0;30.0;88.0;118.0;;66.0;2463.53;25345.9
1168;6472;61;monthly issuance;1994-02-08;69.0;2.0;;12.0;;43.0;40.0;3.0;26.0;14188.26;68377.06
1169;1770;65;monthly issuance;1994-02-08;199.0;36.0;;;30.0;98.0;128.0;;71.0;7777.53;54522.9
1170;2472;60;monthly issuance;1994-02-08;196.0;38.0;14.0;;31.0;78.0;123.0;;73.0;6077.09;51891.79
1171;1159;49;monthly issuance;1994-02-09;191.0;42.0;;;30.0;85.0;115.0;;76.0;4383.2;30633.36
1172;4418;66;monthly issuance;1994-02-09;268.0;38.0;;;116.0;80.0;196.0;;72.0;3775.44;24728.0
1173;1470;19;monthly issuance;1994-02-10;180.0;39.0;;;30.0;77.0;107.0;;73.0;5130.79;39760.29
1174;1813;47;monthly issuance;1994-02-11;267.0;67.0;;;62.0;103.0;158.0;7.0;102.0;12706.99;66925.19
1175;4416;14;monthly issuance;1994-02-12;214.0;94.0;24.0;;;61.0;85.0;;129.0;2417.61;40498.15
1176;2315;75;monthly issuance;1994-02-13;158.0;1.0;;34.0;30.0;63.0;93.0;;65.0;1702.85;30561.7
1177;3876;69;monthly issuance;1994-02-13;137.0;28.0;;;17.0;57.0;74.0;;63.0;8951.63;34714.61
1178;4329;1;monthly issuance;1994-02-17;207.0;79.0;;;;93.0;93.0;;114.0;3203.78;30157.77
1179;3184;1;monthly issuance;1994-02-18;155.0;1.0;;34.0;29.0;60.0;89.0;;66.0;2097.99;21896.85
1180;370;25;monthly issuance;1994-02-18;204.0;1.0;;34.0;87.0;52.0;139.0;;65.0;959.94;20723.09
1181;1317;56;monthly issuance;1994-02-18;169.0;1.0;;34.0;29.0;74.0;103.0;;66.0;2565.99;26765.77
1182;2675;1;monthly issuance;1994-02-19;80.0;12.0;6.0;;;33.0;39.0;;41.0;5862.84;28986.68
1183;3840;76;monthly issuance;1994-02-19;166.0;1.0;;34.0;29.0;72.0;101.0;;65.0;2256.54;25904.07
1184;4009;56;monthly issuance;1994-02-20;167.0;35.0;4.0;;;94.0;98.0;;69.0;10809.45;52171.42
1185;3886;1;monthly issuance;1994-02-20;162.0;49.0;;;;82.0;71.0;11.0;80.0;14468.92;60339.54
1186;3445;1;monthly issuance;1994-02-22;160.0;38.0;;;;88.0;88.0;;72.0;5024.01;31743.75
1187;2482;1;monthly issuance;1994-02-23;270.0;40.0;;;120.0;76.0;196.0;;74.0;3220.35;28656.45
1188;2361;28;monthly issuance;1994-02-25;75.0;24.0;;;8.0;30.0;38.0;;37.0;3313.36;22927.5
1189;974;29;monthly issuance;1994-02-25;159.0;35.0;;;;90.0;90.0;;69.0;11144.22;49765.47
1190;2959;8;monthly issuance;1994-02-25;220.0;65.0;2.0;;;120.0;101.0;21.0;98.0;15402.79;55150.84
1191;1880;76;monthly issuance;1994-02-25;210.0;85.0;;;;91.0;91.0;;119.0;2267.65;33246.25
1192;3355;70;monthly issuance;1994-02-26;172.0;1.0;;34.0;30.0;77.0;107.0;;65.0;2079.44;32291.44
1193;2501;30;monthly issuance;1994-02-26;236.0;36.0;8.0;;87.0;71.0;166.0;;70.0;5643.94;45587.3
1194;1073;73;monthly issuance;1994-02-27;188.0;51.0;;;30.0;73.0;103.0;;85.0;2530.54;28871.12
1195;8558;1;issuance after transaction;1994-02-27;10.0;4.0;;;;2.0;2.0;;8.0;8585.04;33211.76
1196;3101;1;monthly issuance;1994-02-27;156.0;1.0;;34.0;29.0;62.0;91.0;;65.0;1203.31;16115.08
1197;2568;17;monthly issuance;1994-03-02;254.0;35.0;;;88.0;97.0;185.0;;69.0;6606.61;39908.0
1198;1169;49;issuance after transaction;1994-03-02;218.0;47.0;;;60.0;79.0;128.0;11.0;79.0;7989.06;38695.14
1199;3684;23;monthly issuance;1994-03-04;180.0;1.0;;34.0;30.0;81.0;111.0;;69.0;2456.79;22996.6
1200;1406;50;monthly issuance;1994-03-04;176.0;1.0;;34.0;60.0;47.0;107.0;;69.0;1515.08;20738.71
1201;71;1;monthly issuance;1994-03-05;278.0;36.0;1.0;;117.0;90.0;208.0;;70.0;5660.39;47027.43
1202;3528;10;monthly issuance;1994-03-05;191.0;36.0;;;30.0;91.0;121.0;;70.0;8391.99;43739.18
1203;3405;36;monthly issuance;1994-03-07;191.0;36.0;5.0;;29.0;87.0;121.0;;70.0;7833.23;42156.02
1204;6118;1;weekly issuance;1994-03-07;72.0;16.0;;;;36.0;36.0;;36.0;12958.56;60819.98
1205;2382;59;monthly issuance;1994-03-08;162.0;1.0;;33.0;29.0;70.0;99.0;;63.0;2386.03;25073.36
1206;1570;1;monthly issuance;1994-03-12;146.0;1.0;;33.0;29.0;54.0;83.0;;63.0;1828.06;18974.26
1207;1511;51;issuance after transaction;1994-03-13;186.0;56.0;;;;102.0;81.0;21.0;84.0;14276.39;56416.16
1208;1237;9;monthly issuance;1994-03-13;224.0;69.0;;;;121.0;100.0;21.0;103.0;15440.75;67116.81
1209;3307;30;monthly issuance;1994-03-13;211.0;86.0;;;;91.0;91.0;;120.0;2842.3;41846.54
1210;3378;55;monthly issuance;1994-03-14;186.0;39.0;;;29.0;85.0;114.0;;72.0;4823.9;36713.72
1211;989;19;monthly issuance;1994-03-14;188.0;1.0;;33.0;58.0;67.0;125.0;;63.0;1744.14;18190.94
1212;3253;71;issuance after transaction;1994-03-15;186.0;52.0;;;;100.0;90.0;10.0;86.0;12317.06;54850.44
1213;1626;3;monthly issuance;1994-03-15;162.0;5.0;1.0;33.0;;90.0;81.0;10.0;71.0;8851.09;43608.34
1214;289;1;monthly issuance;1994-03-17;215.0;36.0;;;57.0;89.0;146.0;;69.0;5726.82;41146.56
1215;1987;54;monthly issuance;1994-03-17;162.0;35.0;;;;94.0;94.0;;68.0;8368.12;41074.99
1216;817;5;monthly issuance;1994-03-18;58.0;12.0;;;7.0;29.0;36.0;;22.0;8499.93;33687.86
1217;2228;34;monthly issuance;1994-03-19;34.0;10.0;;;1.0;13.0;14.0;;20.0;12283.39;50113.19
1218;904;1;monthly issuance;1994-03-20;155.0;35.0;;;;87.0;87.0;;68.0;8239.61;51979.13
1219;3824;41;monthly issuance;1994-03-20;170.0;39.0;;;28.0;70.0;98.0;;72.0;4048.41;27273.36
1220;3599;63;monthly issuance;1994-03-20;149.0;1.0;;33.0;29.0;57.0;86.0;;63.0;2271.34;22569.09
1221;22;1;monthly issuance;1994-03-23;174.0;37.0;;;28.0;76.0;104.0;;70.0;6792.87;38711.62
1222;470;64;monthly issuance;1994-03-23;245.0;44.0;;;87.0;81.0;168.0;;77.0;2470.6;24960.46
1223;1273;37;monthly issuance;1994-03-25;183.0;35.0;;;29.0;86.0;115.0;;68.0;7912.54;46321.99
1224;237;50;monthly issuance;1994-03-25;176.0;1.0;;33.0;56.0;57.0;113.0;;63.0;1032.39;13858.04
1225;59;43;monthly issuance;1994-03-27;217.0;39.0;;;58.0;87.0;145.0;;72.0;4760.96;40433.16
1226;572;32;monthly issuance;1994-03-27;246.0;35.0;;;84.0;94.0;178.0;;68.0;5712.56;41155.93
1227;1269;52;monthly issuance;1994-03-28;214.0;38.0;;;57.0;86.0;143.0;;71.0;4122.02;27590.25
1228;855;1;monthly issuance;1994-03-28;184.0;40.0;;;28.0;83.0;111.0;;73.0;5457.54;32450.34
1229;3183;45;monthly issuance;1994-04-01;179.0;1.0;;33.0;28.0;84.0;112.0;;67.0;2419.31;29858.28
1230;1969;5;monthly issuance;1994-04-02;178.0;37.0;;;28.0;80.0;108.0;;70.0;4357.92;22494.58
1231;2799;54;weekly issuance;1994-04-03;242.0;50.0;;;73.0;87.0;149.0;11.0;82.0;9959.04;51327.28
1232;1042;43;monthly issuance;1994-04-03;156.0;36.0;;;;87.0;87.0;;69.0;5417.89;43591.17
1233;1158;50;monthly issuance;1994-04-03;176.0;1.0;;33.0;28.0;81.0;109.0;;67.0;2243.65;26673.62
1234;2713;26;monthly issuance;1994-04-03;162.0;1.0;;33.0;29.0;66.0;95.0;;67.0;2416.24;25417.75
1235;740;28;monthly issuance;1994-04-04;59.0;18.0;;;;15.0;15.0;;44.0;1075.32;20616.57
1236;493;26;monthly issuance;1994-04-05;159.0;35.0;6.0;;;85.0;91.0;;68.0;7625.33;50247.86
1237;2067;76;monthly issuance;1994-04-07;163.0;53.0;;;;77.0;77.0;;86.0;2304.87;31006.7
1238;3804;7;monthly issuance;1994-04-07;164.0;3.0;;23.0;36.0;80.0;108.0;8.0;48.0;9457.76;49291.82
1239;4259;66;monthly issuance;1994-04-08;16.0;1.0;;5.0;1.0;5.0;6.0;;10.0;24948.66;63494.2
1240;2886;1;monthly issuance;1994-04-08;186.0;51.0;;;28.0;75.0;103.0;;83.0;2356.49;27406.57
1241;761;43;monthly issuance;1994-04-09;48.0;22.0;;;;11.0;11.0;;37.0;1439.41;26879.78
1242;1918;24;monthly issuance;1994-04-10;180.0;41.0;;;29.0;77.0;106.0;;74.0;2787.0;21421.34
1243;3036;10;monthly issuance;1994-04-10;123.0;19.0;;;;71.0;66.0;5.0;52.0;6449.88;33616.91
1244;3259;1;monthly issuance;1994-04-11;211.0;21.0;;32.0;55.0;71.0;126.0;;85.0;1296.65;29625.57
1245;4408;71;weekly issuance;1994-04-11;174.0;41.0;;;22.0;79.0;84.0;17.0;73.0;11684.16;54361.51
1246;2009;17;monthly issuance;1994-04-14;202.0;33.0;1.0;;54.0;82.0;137.0;;65.0;7829.58;55073.86
1247;1194;1;monthly issuance;1994-04-15;186.0;34.0;;;27.0;93.0;120.0;;66.0;8209.1;51608.93
1248;3718;63;monthly issuance;1994-04-16;186.0;15.0;;32.0;28.0;79.0;107.0;;79.0;1435.09;22381.86
1249;3201;4;monthly issuance;1994-04-17;204.0;43.0;;;56.0;73.0;129.0;;75.0;3351.19;27071.09
1250;460;1;monthly issuance;1994-04-18;149.0;1.0;;32.0;28.0;59.0;87.0;;62.0;2470.81;19621.41
1251;784;59;monthly issuance;1994-04-19;263.0;35.0;;;108.0;88.0;196.0;;67.0;6010.74;40112.11
1252;3714;2;weekly issuance;1994-04-21;238.0;33.0;;;94.0;79.0;166.0;7.0;65.0;6581.93;49500.77
1253;2154;63;monthly issuance;1994-04-21;147.0;1.0;;32.0;27.0;59.0;86.0;;61.0;1303.85;17988.77
1254;1256;38;monthly issuance;1994-04-21;86.0;17.0;;;18.0;39.0;57.0;;29.0;4896.45;34577.3
1255;1353;51;monthly issuance;1994-04-21;194.0;35.0;;;54.0;73.0;127.0;;67.0;5683.39;38401.38
1256;1820;10;monthly issuance;1994-04-22;167.0;35.0;;;27.0;73.0;100.0;;67.0;6848.11;33880.91
1257;2494;74;monthly issuance;1994-04-23;242.0;1.0;;32.0;83.0;94.0;160.0;17.0;65.0;11508.47;54953.66
1258;2399;1;monthly issuance;1994-04-26;186.0;78.0;;;;76.0;76.0;;110.0;2219.18;31039.43
1259;343;18;monthly issuance;1994-04-26;177.0;12.0;;32.0;27.0;74.0;101.0;;76.0;1598.06;19661.73
1260;575;38;monthly issuance;1994-04-26;203.0;40.0;;;56.0;75.0;131.0;;72.0;3220.59;23264.55
1261;900;48;monthly issuance;1994-04-26;177.0;43.0;;;28.0;74.0;102.0;;75.0;3662.19;22370.92
1262;1467;37;monthly issuance;1994-04-27;167.0;34.0;3.0;;28.0;70.0;101.0;;66.0;7946.19;50059.27
1263;31;68;monthly issuance;1994-04-27;250.0;76.0;;;30.0;112.0;121.0;21.0;108.0;15338.18;64057.86
1264;1375;19;monthly issuance;1994-04-27;90.0;18.0;;;12.0;45.0;57.0;;33.0;7594.23;48152.95
1265;1371;1;monthly issuance;1994-04-27;142.0;1.0;;32.0;28.0;53.0;81.0;;61.0;1966.68;20705.91
1266;844;53;monthly issuance;1994-04-28;211.0;1.0;3.0;32.0;56.0;87.0;131.0;15.0;65.0;15337.62;59932.44
1267;908;62;monthly issuance;1994-04-29;160.0;48.0;;;;80.0;80.0;;80.0;2438.14;28760.99
1268;3134;48;monthly issuance;1994-04-29;180.0;34.0;;;28.0;86.0;114.0;;66.0;7621.99;46364.82
1269;2092;1;monthly issuance;1994-04-29;163.0;38.0;;;27.0;66.0;92.0;1.0;70.0;8533.55;41364.55
1270;3747;1;monthly issuance;1994-05-01;45.0;12.0;;;12.0;13.0;25.0;;20.0;3571.59;26122.85
1271;277;32;issuance after transaction;1994-05-01;136.0;31.0;;;;73.0;63.0;10.0;63.0;7739.63;41276.94
1272;3595;30;monthly issuance;1994-05-01;181.0;39.0;;;27.0;83.0;110.0;;71.0;4707.58;24077.59
1273;2511;40;monthly issuance;1994-05-01;200.0;36.0;;;56.0;76.0;132.0;;68.0;4601.36;41092.65
1274;1388;29;monthly issuance;1994-05-02;139.0;34.0;3.0;;;70.0;73.0;;66.0;10512.47;49925.43
1275;4245;52;monthly issuance;1994-05-02;164.0;35.0;5.0;;28.0;64.0;97.0;;67.0;6289.19;46263.16
1276;3838;3;monthly issuance;1994-05-02;139.0;34.0;;;;73.0;73.0;;66.0;6372.25;32095.78
1277;543;64;monthly issuance;1994-05-03;235.0;12.0;;32.0;82.0;77.0;159.0;;76.0;1200.29;19371.08
1278;3653;31;monthly issuance;1994-05-03;204.0;33.0;;;55.0;84.0;139.0;;65.0;7394.13;46175.42
1279;524;61;monthly issuance;1994-05-03;186.0;34.0;;;27.0;93.0;120.0;;66.0;7238.37;35825.06
1280;82;26;monthly issuance;1994-05-03;182.0;47.0;;;;103.0;87.0;16.0;79.0;13626.02;58923.5
1281;3912;2;monthly issuance;1994-05-04;190.0;1.0;;32.0;54.0;71.0;125.0;;65.0;1955.09;29310.72
1282;1949;41;monthly issuance;1994-05-04;265.0;39.0;;;110.0;84.0;194.0;;71.0;3222.68;31969.18
1283;1865;1;monthly issuance;1994-05-04;175.0;1.0;;32.0;28.0;82.0;110.0;;65.0;2165.55;27515.48
1284;451;11;monthly issuance;1994-05-05;57.0;21.0;;;;12.0;12.0;;45.0;1306.09;24535.34
1285;50;1;monthly issuance;1994-05-06;209.0;35.0;;;54.0;88.0;142.0;;67.0;5345.81;34392.09
1286;1184;14;monthly issuance;1994-05-06;171.0;1.0;;31.0;;108.0;86.0;22.0;63.0;14776.7;59060.93
1287;363;1;monthly issuance;1994-05-06;175.0;44.0;;;;100.0;83.0;17.0;75.0;12958.17;58617.23
1288;2454;8;monthly issuance;1994-05-07;193.0;78.0;;;;83.0;83.0;;110.0;2891.13;32378.25
1289;2847;75;monthly issuance;1994-05-08;177.0;45.0;;;27.0;74.0;101.0;;76.0;3323.78;29605.16
1290;2740;14;monthly issuance;1994-05-08;150.0;34.0;;;;84.0;84.0;;66.0;10287.27;45027.01
1291;1871;48;monthly issuance;1994-05-10;167.0;2.0;;32.0;;101.0;85.0;16.0;66.0;9481.7;40231.43
1292;8405;20;monthly issuance;1994-05-10;144.0;21.0;;;39.0;52.0;91.0;;53.0;5581.28;34922.88
1293;266;47;monthly issuance;1994-05-11;189.0;2.0;;32.0;;123.0;104.0;19.0;66.0;18284.42;72188.2
1294;1879;10;monthly issuance;1994-05-13;178.0;1.0;;32.0;54.0;59.0;113.0;;65.0;1047.51;13631.34
1295;2259;64;monthly issuance;1994-05-14;144.0;1.0;;31.0;27.0;58.0;85.0;;59.0;1852.5;16890.81
1296;609;63;monthly issuance;1994-05-15;190.0;1.0;;31.0;78.0;53.0;131.0;;59.0;866.86;17589.12
1297;9750;74;monthly issuance;1994-05-16;57.0;14.0;;;;29.0;21.0;8.0;28.0;8289.66;30491.1
1298;2375;29;monthly issuance;1994-05-16;195.0;32.0;;;53.0;79.0;132.0;;63.0;7971.42;50290.91
1299;216;38;monthly issuance;1994-05-16;186.0;1.0;;31.0;53.0;73.0;126.0;;60.0;2037.29;27568.79
1300;56;50;monthly issuance;1994-05-16;159.0;34.0;;;27.0;67.0;94.0;;65.0;6173.88;31509.13
1301;7824;60;monthly issuance;1994-05-17;5.0;5.0;;;;;;;5.0;4500.0;14900.0
1302;649;69;weekly issuance;1994-05-17;175.0;43.0;;;;100.0;87.0;13.0;75.0;12506.94;49868.68
1303;2996;54;monthly issuance;1994-05-17;252.0;35.0;;;106.0;80.0;186.0;;66.0;3555.15;38906.63
1304;1509;51;monthly issuance;1994-05-19;192.0;33.0;;;54.0;74.0;128.0;;64.0;4957.01;24354.36
1305;2170;1;issuance after transaction;1994-05-19;232.0;2.0;;31.0;81.0;87.0;161.0;7.0;64.0;14434.95;64371.42
1306;2001;75;monthly issuance;1994-05-19;181.0;1.0;2.0;31.0;27.0;89.0;110.0;8.0;63.0;14392.1;55311.99
1307;2903;38;monthly issuance;1994-05-19;165.0;33.0;;;26.0;75.0;101.0;;64.0;8787.97;42503.07
1308;3717;56;monthly issuance;1994-05-20;163.0;8.0;;31.0;26.0;67.0;89.0;4.0;70.0;6599.02;24656.41
1309;4195;67;monthly issuance;1994-05-21;205.0;59.0;;;;114.0;98.0;16.0;91.0;14350.76;63026.54
1310;2496;51;monthly issuance;1994-05-21;116.0;31.0;;;15.0;51.0;66.0;;50.0;3217.27;24377.37
1311;9583;31;weekly issuance;1994-05-22;108.0;34.0;;;11.0;47.0;48.0;10.0;50.0;12019.66;52379.13
1312;3636;21;monthly issuance;1994-05-22;233.0;47.0;;;81.0;74.0;155.0;;78.0;3141.06;35179.06
1313;1826;5;monthly issuance;1994-05-22;168.0;32.0;;;27.0;78.0;105.0;;63.0;7662.88;40001.74
1314;2227;31;weekly issuance;1994-05-22;109.0;34.0;;;11.0;48.0;48.0;11.0;50.0;12039.47;50436.47
1315;2749;1;monthly issuance;1994-05-23;178.0;50.0;;;29.0;67.0;84.0;12.0;82.0;11421.91;41450.06
1316;535;35;monthly issuance;1994-05-24;227.0;32.0;;;79.0;85.0;164.0;;63.0;6018.99;38132.51
1317;4066;72;monthly issuance;1994-05-24;204.0;2.0;;31.0;53.0;87.0;134.0;6.0;64.0;10548.82;42999.21
1318;2662;71;monthly issuance;1994-05-24;141.0;1.0;;31.0;26.0;56.0;82.0;;59.0;2284.8;20807.18
